transaction_id,line_id,date,period,account_code,account_name,debit,credit,description,source_doc
JE-000114,JE-000114-2,2024-08-05,2024-08,1000,Cash,0,22901.59,Employee benefits & payroll taxes,PR-40092
JE-000115,JE-000115-1,2024-08-15,2024-08,6200,Software & Subscriptions,8523.16,0,Recurring SaaS tooling subscriptions,SUB-40093
JE-000115,JE-000115-2,2024-08-15,2024-08,1000,Cash,0,8523.16,Recurring SaaS tooling subscriptions,SUB-40093
JE-000116,JE-000116-1,2024-08-15,2024-08,6300,Marketing & Advertising,17358.55,0,Digital advertising & agency fees,INV-40094
JE-000116,JE-000116-2,2024-08-15,2024-08,2000,Accounts Payable,0,17358.55,Digital advertising & agency fees,INV-40094
JE-000117,JE-000117-1,2024-08-15,2024-08,6400,Travel & Entertainment,4348.66,0,Employee travel & client entertainment,EXP-40095
JE-000117,JE-000117-2,2024-08-15,2024-08,1000,Cash,0,4348.66,Employee travel & client entertainment,EXP-40095
JE-000118,JE-000118-1,2024-08-15,2024-08,6500,Professional Fees,6009.23,0,"Legal, audit & advisory fees",INV-40096
JE-000118,JE-000118-2,2024-08-15,2024-08,2000,Accounts Payable,0,6009.23,"Legal, audit & advisory fees",INV-40096
JE-000119,JE-000119-1,2024-08-05,2024-08,6600,Rent & Facilities,12000,0,Office lease payment,LEASE-40097
JE-000119,JE-000119-2,2024-08-05,2024-08,1000,Cash,0,12000,Office lease payment,LEASE-40097
JE-000120,JE-000120-1,2024-08-31,2024-08,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2024-08
JE-000120,JE-000120-2,2024-08-31,2024-08,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2024-08
JE-000121,JE-000121-1,2024-08-15,2024-08,6800,Office Supplies,1283.14,0,Office supplies,EXP-40098
JE-000121,JE-000121-2,2024-08-15,2024-08,1000,Cash,0,1283.14,Office supplies,EXP-40098
JE-000122,JE-000122-1,2024-08-15,2024-08,6900,Utilities,2133.95,0,Utilities,UTIL-40099
JE-000122,JE-000122-2,2024-08-15,2024-08,1000,Cash,0,2133.95,Utilities,UTIL-40099
JE-000123,JE-000123-1,2024-08-31,2024-08,1000,Cash,210030.26,0,Customer collections on account,COLL-2024-08
JE-000123,JE-000123-2,2024-08-31,2024-08,1100,Accounts Receivable,0,210030.26,Customer collections on account,COLL-2024-08
JE-000124,JE-000124-1,2024-08-31,2024-08,2000,Accounts Payable,78113.69,0,Vendor payments on account,PMT-2024-08
JE-000124,JE-000124-2,2024-08-31,2024-08,1000,Cash,0,78113.69,Vendor payments on account,PMT-2024-08
JE-000125,JE-000125-1,2024-09-30,2024-09,1100,Accounts Receivable,219997.34,0,Monthly SaaS subscription revenue recognized,SUB-40100
JE-000125,JE-000125-2,2024-09-30,2024-09,4000,Product Revenue,0,219997.34,Monthly SaaS subscription revenue recognized,SUB-40100
JE-000126,JE-000126-1,2024-09-30,2024-09,1100,Accounts Receivable,26406.67,0,Professional services revenue recognized,SVC-40101
JE-000126,JE-000126-2,2024-09-30,2024-09,4100,Service Revenue,0,26406.67,Professional services revenue recognized,SVC-40101
JE-000127,JE-000127-1,2024-09-30,2024-09,5000,Cost of Goods Sold,71385.73,0,Hosting infrastructure & customer support costs,INV-40102
JE-000127,JE-000127-2,2024-09-30,2024-09,2000,Accounts Payable,0,71385.73,Hosting infrastructure & customer support costs,INV-40102
JE-000128,JE-000128-1,2024-09-05,2024-09,6000,Salaries & Wages,111511.96,0,Payroll run,PR-40103
JE-000128,JE-000128-2,2024-09-05,2024-09,1000,Cash,0,111511.96,Payroll run,PR-40103
JE-000129,JE-000129-1,2024-09-05,2024-09,6100,Employee Benefits,24034.81,0,Employee benefits & payroll taxes,PR-40104
JE-000129,JE-000129-2,2024-09-05,2024-09,1000,Cash,0,24034.81,Employee benefits & payroll taxes,PR-40104
JE-000130,JE-000130-1,2024-09-15,2024-09,6200,Software & Subscriptions,9115.27,0,Recurring SaaS tooling subscriptions,SUB-40105
JE-000130,JE-000130-2,2024-09-15,2024-09,1000,Cash,0,9115.27,Recurring SaaS tooling subscriptions,SUB-40105
JE-000131,JE-000131-1,2024-09-15,2024-09,6300,Marketing & Advertising,14716.2,0,Digital advertising & agency fees,INV-40106
JE-000131,JE-000131-2,2024-09-15,2024-09,2000,Accounts Payable,0,14716.2,Digital advertising & agency fees,INV-40106
JE-000132,JE-000132-1,2024-09-15,2024-09,6400,Travel & Entertainment,4547.72,0,Employee travel & client entertainment,EXP-40107
JE-000132,JE-000132-2,2024-09-15,2024-09,1000,Cash,0,4547.72,Employee travel & client entertainment,EXP-40107
JE-000133,JE-000133-1,2024-09-15,2024-09,6500,Professional Fees,5458.54,0,"Legal, audit & advisory fees",INV-40108
JE-000133,JE-000133-2,2024-09-15,2024-09,2000,Accounts Payable,0,5458.54,"Legal, audit & advisory fees",INV-40108
JE-000134,JE-000134-1,2024-09-05,2024-09,6600,Rent & Facilities,12000,0,Office lease payment,LEASE-40109
JE-000134,JE-000134-2,2024-09-05,2024-09,1000,Cash,0,12000,Office lease payment,LEASE-40109
JE-000135,JE-000135-1,2024-09-30,2024-09,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2024-09
JE-000135,JE-000135-2,2024-09-30,2024-09,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2024-09
JE-000136,JE-000136-1,2024-09-15,2024-09,6800,Office Supplies,1075.43,0,Office supplies,EXP-40110
JE-000136,JE-000136-2,2024-09-15,2024-09,1000,Cash,0,1075.43,Office supplies,EXP-40110
JE-000137,JE-000137-1,2024-09-15,2024-09,6900,Utilities,1870.96,0,Utilities,UTIL-40111
JE-000137,JE-000137-2,2024-09-15,2024-09,1000,Cash,0,1870.96,Utilities,UTIL-40111
JE-000138,JE-000138-1,2024-09-30,2024-09,1000,Cash,209443.41,0,Customer collections on account,COLL-2024-09
JE-000138,JE-000138-2,2024-09-30,2024-09,1100,Accounts Receivable,0,209443.41,Customer collections on account,COLL-2024-09
JE-000139,JE-000139-1,2024-09-30,2024-09,2000,Accounts Payable,73248.38,0,Vendor payments on account,PMT-2024-09
JE-000139,JE-000139-2,2024-09-30,2024-09,1000,Cash,0,73248.38,Vendor payments on account,PMT-2024-09
JE-000140,JE-000140-1,2024-10-31,2024-10,1100,Accounts Receivable,229262.95,0,Monthly SaaS subscription revenue recognized,SUB-40112
JE-000140,JE-000140-2,2024-10-31,2024-10,4000,Product Revenue,0,229262.95,Monthly SaaS subscription revenue recognized,SUB-40112
JE-000141,JE-000141-1,2024-10-31,2024-10,1100,Accounts Receivable,32513.56,0,Professional services revenue recognized,SVC-40113
JE-000141,JE-000141-2,2024-10-31,2024-10,4100,Service Revenue,0,32513.56,Professional services revenue recognized,SVC-40113
JE-000142,JE-000142-1,2024-10-31,2024-10,5000,Cost of Goods Sold,75171.92,0,Hosting infrastructure & customer support costs,INV-40114
JE-000142,JE-000142-2,2024-10-31,2024-10,2000,Accounts Payable,0,75171.92,Hosting infrastructure & customer support costs,INV-40114
JE-000143,JE-000143-1,2024-10-05,2024-10,6000,Salaries & Wages,111829.37,0,Payroll run,PR-40115
JE-000143,JE-000143-2,2024-10-05,2024-10,1000,Cash,0,111829.37,Payroll run,PR-40115
JE-000144,JE-000144-1,2024-10-05,2024-10,6100,Employee Benefits,23958.06,0,Employee benefits & payroll taxes,PR-40116
JE-000144,JE-000144-2,2024-10-05,2024-10,1000,Cash,0,23958.06,Employee benefits & payroll taxes,PR-40116
JE-000145,JE-000145-1,2024-10-15,2024-10,6200,Software & Subscriptions,8511,0,Recurring SaaS tooling subscriptions,SUB-40117
JE-000145,JE-000145-2,2024-10-15,2024-10,1000,Cash,0,8511,Recurring SaaS tooling subscriptions,SUB-40117
JE-000146,JE-000146-1,2024-10-15,2024-10,6300,Marketing & Advertising,26611.06,0,Digital advertising & agency fees,INV-40118
JE-000146,JE-000146-2,2024-10-15,2024-10,2000,Accounts Payable,0,26611.06,Digital advertising & agency fees,INV-40118
JE-000147,JE-000147-1,2024-10-15,2024-10,6400,Travel & Entertainment,4240.44,0,Employee travel & client entertainment,EXP-40119
JE-000147,JE-000147-2,2024-10-15,2024-10,1000,Cash,0,4240.44,Employee travel & client entertainment,EXP-40119
JE-000148,JE-000148-1,2024-10-15,2024-10,6500,Professional Fees,5451.29,0,"Legal, audit & advisory fees",INV-40120
JE-000148,JE-000148-2,2024-10-15,2024-10,2000,Accounts Payable,0,5451.29,"Legal, audit & advisory fees",INV-40120
JE-000149,JE-000149-1,2024-10-05,2024-10,6600,Rent & Facilities,12000,0,Office lease payment,LEASE-40121
JE-000149,JE-000149-2,2024-10-05,2024-10,1000,Cash,0,12000,Office lease payment,LEASE-40121
JE-000150,JE-000150-1,2024-10-05,2024-10,1500,Fixed Assets,7734.77,0,Capital expenditure — equipment & software capitalization,CAPEX-40122
JE-000150,JE-000150-2,2024-10-05,2024-10,1000,Cash,0,7734.77,Capital expenditure — equipment & software capitalization,CAPEX-40122
JE-000151,JE-000151-1,2024-10-31,2024-10,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2024-10
JE-000151,JE-000151-2,2024-10-31,2024-10,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2024-10
JE-000152,JE-000152-1,2024-10-15,2024-10,6800,Office Supplies,1252.18,0,Office supplies,EXP-40123
JE-000152,JE-000152-2,2024-10-15,2024-10,1000,Cash,0,1252.18,Office supplies,EXP-40123
JE-000153,JE-000153-1,2024-10-15,2024-10,6900,Utilities,1875.34,0,Utilities,UTIL-40124
JE-000153,JE-000153-2,2024-10-15,2024-10,1000,Cash,0,1875.34,Utilities,UTIL-40124
JE-000154,JE-000154-1,2024-10-31,2024-10,1000,Cash,222510.03,0,Customer collections on account,COLL-2024-10
JE-000154,JE-000154-2,2024-10-31,2024-10,1100,Accounts Receivable,0,222510.03,Customer collections on account,COLL-2024-10
JE-000155,JE-000155-1,2024-10-31,2024-10,2000,Accounts Payable,85787.41,0,Vendor payments on account,PMT-2024-10
JE-000155,JE-000155-2,2024-10-31,2024-10,1000,Cash,0,85787.41,Vendor payments on account,PMT-2024-10
JE-000156,JE-000156-1,2024-11-30,2024-11,1100,Accounts Receivable,233860.53,0,Monthly SaaS subscription revenue recognized,SUB-40125
JE-000156,JE-000156-2,2024-11-30,2024-11,4000,Product Revenue,0,233860.53,Monthly SaaS subscription revenue recognized,SUB-40125
JE-000157,JE-000157-1,2024-11-30,2024-11,1100,Accounts Receivable,32934.78,0,Professional services revenue recognized,SVC-40126
JE-000157,JE-000157-2,2024-11-30,2024-11,4100,Service Revenue,0,32934.78,Professional services revenue recognized,SVC-40126
JE-000158,JE-000158-1,2024-11-30,2024-11,5000,Cost of Goods Sold,73081.22,0,Hosting infrastructure & customer support costs,INV-40127
JE-000158,JE-000158-2,2024-11-30,2024-11,2000,Accounts Payable,0,73081.22,Hosting infrastructure & customer support costs,INV-40127
JE-000159,JE-000159-1,2024-11-05,2024-11,6000,Salaries & Wages,111027.45,0,Payroll run,PR-40128
JE-000159,JE-000159-2,2024-11-05,2024-11,1000,Cash,0,111027.45,Payroll run,PR-40128
JE-000160,JE-000160-1,2024-11-05,2024-11,6100,Employee Benefits,25295.37,0,Employee benefits & payroll taxes,PR-40129
JE-000160,JE-000160-2,2024-11-05,2024-11,1000,Cash,0,25295.37,Employee benefits & payroll taxes,PR-40129
JE-000161,JE-000161-1,2024-11-15,2024-11,6200,Software & Subscriptions,8784.47,0,Recurring SaaS tooling subscriptions,SUB-40130
JE-000161,JE-000161-2,2024-11-15,2024-11,1000,Cash,0,8784.47,Recurring SaaS tooling subscriptions,SUB-40130
JE-000162,JE-000162-1,2024-11-15,2024-11,6300,Marketing & Advertising,25669.14,0,Digital advertising & agency fees,INV-40131
JE-000162,JE-000162-2,2024-11-15,2024-11,2000,Accounts Payable,0,25669.14,Digital advertising & agency fees,INV-40131
JE-000163,JE-000163-1,2024-11-15,2024-11,6400,Travel & Entertainment,4135.96,0,Employee travel & client entertainment,EXP-40132
JE-000163,JE-000163-2,2024-11-15,2024-11,1000,Cash,0,4135.96,Employee travel & client entertainment,EXP-40132
JE-000164,JE-000164-1,2024-11-15,2024-11,6500,Professional Fees,5682.17,0,"Legal, audit & advisory fees",INV-40133
JE-000164,JE-000164-2,2024-11-15,2024-11,2000,Accounts Payable,0,5682.17,"Legal, audit & advisory fees",INV-40133
JE-000165,JE-000165-1,2024-11-05,2024-11,6600,Rent & Facilities,12000,0,Office lease payment,LEASE-40134
JE-000165,JE-000165-2,2024-11-05,2024-11,1000,Cash,0,12000,Office lease payment,LEASE-40134
JE-000166,JE-000166-1,2024-11-30,2024-11,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2024-11
JE-000166,JE-000166-2,2024-11-30,2024-11,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2024-11
JE-000167,JE-000167-1,2024-11-15,2024-11,6800,Office Supplies,1413.48,0,Office supplies,EXP-40135
JE-000167,JE-000167-2,2024-11-15,2024-11,1000,Cash,0,1413.48,Office supplies,EXP-40135
JE-000168,JE-000168-1,2024-11-15,2024-11,6900,Utilities,1812.17,0,Utilities,UTIL-40136
JE-000168,JE-000168-2,2024-11-15,2024-11,1000,Cash,0,1812.17,Utilities,UTIL-40136
JE-000169,JE-000169-1,2024-11-30,2024-11,1000,Cash,226776.01,0,Customer collections on account,COLL-2024-11
JE-000169,JE-000169-2,2024-11-30,2024-11,1100,Accounts Receivable,0,226776.01,Customer collections on account,COLL-2024-11
JE-000170,JE-000170-1,2024-11-30,2024-11,2000,Accounts Payable,83546.02,0,Vendor payments on account,PMT-2024-11
JE-000170,JE-000170-2,2024-11-30,2024-11,1000,Cash,0,83546.02,Vendor payments on account,PMT-2024-11
JE-000171,JE-000171-1,2024-12-31,2024-12,1100,Accounts Receivable,241492.68,0,Monthly SaaS subscription revenue recognized,SUB-40137
JE-000171,JE-000171-2,2024-12-31,2024-12,4000,Product Revenue,0,241492.68,Monthly SaaS subscription revenue recognized,SUB-40137
JE-000172,JE-000172-1,2024-12-31,2024-12,1100,Accounts Receivable,29190.79,0,Professional services revenue recognized,SVC-40138
JE-000172,JE-000172-2,2024-12-31,2024-12,4100,Service Revenue,0,29190.79,Professional services revenue recognized,SVC-40138
JE-000173,JE-000173-1,2024-12-31,2024-12,5000,Cost of Goods Sold,73917.9,0,Hosting infrastructure & customer support costs,INV-40139
JE-000173,JE-000173-2,2024-12-31,2024-12,2000,Accounts Payable,0,73917.9,Hosting infrastructure & customer support costs,INV-40139
JE-000174,JE-000174-1,2024-12-05,2024-12,6000,Salaries & Wages,109295.84,0,Payroll run,PR-40140
JE-000174,JE-000174-2,2024-12-05,2024-12,1000,Cash,0,109295.84,Payroll run,PR-40140
JE-000175,JE-000175-1,2024-12-05,2024-12,6100,Employee Benefits,24954.09,0,Employee benefits & payroll taxes,PR-40141
JE-000175,JE-000175-2,2024-12-05,2024-12,1000,Cash,0,24954.09,Employee benefits & payroll taxes,PR-40141
JE-000176,JE-000176-1,2024-12-15,2024-12,6200,Software & Subscriptions,9619.34,0,Recurring SaaS tooling subscriptions,SUB-40142
JE-000176,JE-000176-2,2024-12-15,2024-12,1000,Cash,0,9619.34,Recurring SaaS tooling subscriptions,SUB-40142
JE-000177,JE-000177-1,2024-12-15,2024-12,6300,Marketing & Advertising,26125.08,0,Digital advertising & agency fees,INV-40143
JE-000177,JE-000177-2,2024-12-15,2024-12,2000,Accounts Payable,0,26125.08,Digital advertising & agency fees,INV-40143
JE-000178,JE-000178-1,2024-12-15,2024-12,6400,Travel & Entertainment,4299.05,0,Employee travel & client entertainment,EXP-40144
JE-000178,JE-000178-2,2024-12-15,2024-12,1000,Cash,0,4299.05,Employee travel & client entertainment,EXP-40144
JE-000179,JE-000179-1,2024-12-15,2024-12,6500,Professional Fees,5983.71,0,"Legal, audit & advisory fees",INV-40145
JE-000179,JE-000179-2,2024-12-15,2024-12,2000,Accounts Payable,0,5983.71,"Legal, audit & advisory fees",INV-40145
JE-000180,JE-000180-1,2024-12-05,2024-12,6600,Rent & Facilities,12000,0,Office lease payment,LEASE-40146
JE-000180,JE-000180-2,2024-12-05,2024-12,1000,Cash,0,12000,Office lease payment,LEASE-40146
JE-000181,JE-000181-1,2024-12-31,2024-12,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2024-12
JE-000181,JE-000181-2,2024-12-31,2024-12,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2024-12
JE-000182,JE-000182-1,2024-12-15,2024-12,6800,Office Supplies,1080.99,0,Office supplies,EXP-40147
JE-000182,JE-000182-2,2024-12-15,2024-12,1000,Cash,0,1080.99,Office supplies,EXP-40147
JE-000183,JE-000183-1,2024-12-15,2024-12,6900,Utilities,2483.78,0,Utilities,UTIL-40148
JE-000183,JE-000183-2,2024-12-15,2024-12,1000,Cash,0,2483.78,Utilities,UTIL-40148
JE-000184,JE-000184-1,2024-12-31,2024-12,1000,Cash,230080.94,0,Customer collections on account,COLL-2024-12
JE-000184,JE-000184-2,2024-12-31,2024-12,1100,Accounts Receivable,0,230080.94,Customer collections on account,COLL-2024-12
JE-000185,JE-000185-1,2024-12-31,2024-12,2000,Accounts Payable,84821.35,0,Vendor payments on account,PMT-2024-12
JE-000185,JE-000185-2,2024-12-31,2024-12,1000,Cash,0,84821.35,Vendor payments on account,PMT-2024-12
JE-000186,JE-000186-1,2025-01-31,2025-01,1100,Accounts Receivable,250187.23,0,Monthly SaaS subscription revenue recognized,SUB-40149
JE-000186,JE-000186-2,2025-01-31,2025-01,4000,Product Revenue,0,250187.23,Monthly SaaS subscription revenue recognized,SUB-40149
JE-000187,JE-000187-1,2025-01-31,2025-01,1100,Accounts Receivable,30916.12,0,Professional services revenue recognized,SVC-40150
JE-000187,JE-000187-2,2025-01-31,2025-01,4100,Service Revenue,0,30916.12,Professional services revenue recognized,SVC-40150
JE-000188,JE-000188-1,2025-01-31,2025-01,5000,Cost of Goods Sold,77884.27,0,Hosting infrastructure & customer support costs,INV-40151
JE-000188,JE-000188-2,2025-01-31,2025-01,2000,Accounts Payable,0,77884.27,Hosting infrastructure & customer support costs,INV-40151
JE-000189,JE-000189-1,2025-01-05,2025-01,6000,Salaries & Wages,121828.6,0,Payroll run,PR-40152
JE-000189,JE-000189-2,2025-01-05,2025-01,1000,Cash,0,121828.6,Payroll run,PR-40152
JE-000190,JE-000190-1,2025-01-05,2025-01,6100,Employee Benefits,27146.86,0,Employee benefits & payroll taxes,PR-40153
JE-000190,JE-000190-2,2025-01-05,2025-01,1000,Cash,0,27146.86,Employee benefits & payroll taxes,PR-40153
JE-000191,JE-000191-1,2025-01-15,2025-01,6200,Software & Subscriptions,10298.82,0,Recurring SaaS tooling subscriptions,SUB-40154
JE-000191,JE-000191-2,2025-01-15,2025-01,1000,Cash,0,10298.82,Recurring SaaS tooling subscriptions,SUB-40154
JE-000192,JE-000192-1,2025-01-15,2025-01,6300,Marketing & Advertising,18321.23,0,Digital advertising & agency fees,INV-40155
JE-000192,JE-000192-2,2025-01-15,2025-01,2000,Accounts Payable,0,18321.23,Digital advertising & agency fees,INV-40155
JE-000193,JE-000193-1,2025-01-15,2025-01,6400,Travel & Entertainment,4286.84,0,Employee travel & client entertainment,EXP-40156
JE-000193,JE-000193-2,2025-01-15,2025-01,1000,Cash,0,4286.84,Employee travel & client entertainment,EXP-40156
JE-000194,JE-000194-1,2025-01-15,2025-01,6500,Professional Fees,14734.53,0,"Legal, audit & advisory fees",INV-40157
JE-000194,JE-000194-2,2025-01-15,2025-01,2000,Accounts Payable,0,14734.53,"Legal, audit & advisory fees",INV-40157
JE-000195,JE-000195-1,2025-01-05,2025-01,6600,Rent & Facilities,12000,0,Office lease payment,LEASE-40158
JE-000195,JE-000195-2,2025-01-05,2025-01,1000,Cash,0,12000,Office lease payment,LEASE-40158
JE-000196,JE-000196-1,2025-01-05,2025-01,1500,Fixed Assets,6739.34,0,Capital expenditure — equipment & software capitalization,CAPEX-40159
JE-000196,JE-000196-2,2025-01-05,2025-01,1000,Cash,0,6739.34,Capital expenditure — equipment & software capitalization,CAPEX-40159
JE-000197,JE-000197-1,2025-01-31,2025-01,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2025-01
JE-000197,JE-000197-2,2025-01-31,2025-01,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2025-01
JE-000198,JE-000198-1,2025-01-15,2025-01,6800,Office Supplies,992.64,0,Office supplies,EXP-40160
JE-000198,JE-000198-2,2025-01-15,2025-01,1000,Cash,0,992.64,Office supplies,EXP-40160
JE-000199,JE-000199-1,2025-01-15,2025-01,6900,Utilities,2318.27,0,Utilities,UTIL-40161
JE-000199,JE-000199-2,2025-01-15,2025-01,1000,Cash,0,2318.27,Utilities,UTIL-40161
JE-000200,JE-000200-1,2025-01-31,2025-01,1000,Cash,238937.85,0,Customer collections on account,COLL-2025-01
JE-000200,JE-000200-2,2025-01-31,2025-01,1100,Accounts Receivable,0,238937.85,Customer collections on account,COLL-2025-01
JE-000201,JE-000201-1,2025-01-31,2025-01,2000,Accounts Payable,88752.03,0,Vendor payments on account,PMT-2025-01
JE-000201,JE-000201-2,2025-01-31,2025-01,1000,Cash,0,88752.03,Vendor payments on account,PMT-2025-01
JE-000202,JE-000202-1,2025-02-28,2025-02,1100,Accounts Receivable,253822.16,0,Monthly SaaS subscription revenue recognized,SUB-40162
JE-000202,JE-000202-2,2025-02-28,2025-02,4000,Product Revenue,0,253822.16,Monthly SaaS subscription revenue recognized,SUB-40162
JE-000203,JE-000203-1,2025-02-28,2025-02,1100,Accounts Receivable,26736.13,0,Professional services revenue recognized,SVC-40163
JE-000203,JE-000203-2,2025-02-28,2025-02,4100,Service Revenue,0,26736.13,Professional services revenue recognized,SVC-40163
JE-000204,JE-000204-1,2025-02-28,2025-02,5000,Cost of Goods Sold,81967.7,0,Hosting infrastructure & customer support costs,INV-40164
JE-000204,JE-000204-2,2025-02-28,2025-02,2000,Accounts Payable,0,81967.7,Hosting infrastructure & customer support costs,INV-40164
JE-000205,JE-000205-1,2025-02-05,2025-02,6000,Salaries & Wages,120240.78,0,Payroll run,PR-40165
JE-000205,JE-000205-2,2025-02-05,2025-02,1000,Cash,0,120240.78,Payroll run,PR-40165
JE-000206,JE-000206-1,2025-02-05,2025-02,6100,Employee Benefits,27083.93,0,Employee benefits & payroll taxes,PR-40166
JE-000206,JE-000206-2,2025-02-05,2025-02,1000,Cash,0,27083.93,Employee benefits & payroll taxes,PR-40166
JE-000207,JE-000207-1,2025-02-15,2025-02,6200,Software & Subscriptions,10306.84,0,Recurring SaaS tooling subscriptions,SUB-40167
JE-000207,JE-000207-2,2025-02-15,2025-02,1000,Cash,0,10306.84,Recurring SaaS tooling subscriptions,SUB-40167
JE-000208,JE-000208-1,2025-02-15,2025-02,6300,Marketing & Advertising,18663.49,0,Digital advertising & agency fees,INV-40168
JE-000208,JE-000208-2,2025-02-15,2025-02,2000,Accounts Payable,0,18663.49,Digital advertising & agency fees,INV-40168
JE-000209,JE-000209-1,2025-02-15,2025-02,6400,Travel & Entertainment,3702.27,0,Employee travel & client entertainment,EXP-40169
JE-000209,JE-000209-2,2025-02-15,2025-02,1000,Cash,0,3702.27,Employee travel & client entertainment,EXP-40169
JE-000210,JE-000210-1,2025-02-15,2025-02,6500,Professional Fees,15303.87,0,"Legal, audit & advisory fees",INV-40170
JE-000210,JE-000210-2,2025-02-15,2025-02,2000,Accounts Payable,0,15303.87,"Legal, audit & advisory fees",INV-40170
JE-000211,JE-000211-1,2025-02-05,2025-02,6600,Rent & Facilities,12000,0,Office lease payment,LEASE-40171
JE-000211,JE-000211-2,2025-02-05,2025-02,1000,Cash,0,12000,Office lease payment,LEASE-40171
JE-000212,JE-000212-1,2025-02-28,2025-02,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2025-02
JE-000212,JE-000212-2,2025-02-28,2025-02,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2025-02
JE-000213,JE-000213-1,2025-02-15,2025-02,6800,Office Supplies,1136.13,0,Office supplies,EXP-40172
JE-000213,JE-000213-2,2025-02-15,2025-02,1000,Cash,0,1136.13,Office supplies,EXP-40172
JE-000214,JE-000214-1,2025-02-15,2025-02,6900,Utilities,1916.33,0,Utilities,UTIL-40173
JE-000214,JE-000214-2,2025-02-15,2025-02,1000,Cash,0,1916.33,Utilities,UTIL-40173
JE-000215,JE-000215-1,2025-02-28,2025-02,1000,Cash,238474.54,0,Customer collections on account,COLL-2025-02
JE-000215,JE-000215-2,2025-02-28,2025-02,1100,Accounts Receivable,0,238474.54,Customer collections on account,COLL-2025-02
JE-000216,JE-000216-1,2025-02-28,2025-02,2000,Accounts Payable,92748.05,0,Vendor payments on account,PMT-2025-02
JE-000216,JE-000216-2,2025-02-28,2025-02,1000,Cash,0,92748.05,Vendor payments on account,PMT-2025-02
JE-000217,JE-000217-1,2025-03-31,2025-03,1100,Accounts Receivable,256758.65,0,Monthly SaaS subscription revenue recognized,SUB-40174
JE-000217,JE-000217-2,2025-03-31,2025-03,4000,Product Revenue,0,256758.65,Monthly SaaS subscription revenue recognized,SUB-40174
JE-000218,JE-000218-1,2025-03-31,2025-03,1100,Accounts Receivable,28468.23,0,Professional services revenue recognized,SVC-40175
JE-000218,JE-000218-2,2025-03-31,2025-03,4100,Service Revenue,0,28468.23,Professional services revenue recognized,SVC-40175
JE-000219,JE-000219-1,2025-03-31,2025-03,5000,Cost of Goods Sold,80981.55,0,Hosting infrastructure & customer support costs,INV-40176
JE-000219,JE-000219-2,2025-03-31,2025-03,2000,Accounts Payable,0,80981.55,Hosting infrastructure & customer support costs,INV-40176
JE-000220,JE-000220-1,2025-03-05,2025-03,6000,Salaries & Wages,121524.57,0,Payroll run,PR-40177
JE-000220,JE-000220-2,2025-03-05,2025-03,1000,Cash,0,121524.57,Payroll run,PR-40177
JE-000221,JE-000221-1,2025-03-05,2025-03,6100,Employee Benefits,26647.98,0,Employee benefits & payroll taxes,PR-40178
JE-000221,JE-000221-2,2025-03-05,2025-03,1000,Cash,0,26647.98,Employee benefits & payroll taxes,PR-40178
JE-000222,JE-000222-1,2025-03-15,2025-03,6200,Software & Subscriptions,9179.95,0,Recurring SaaS tooling subscriptions,SUB-40179
JE-000222,JE-000222-2,2025-03-15,2025-03,1000,Cash,0,9179.95,Recurring SaaS tooling subscriptions,SUB-40179
JE-000223,JE-000223-1,2025-03-15,2025-03,6300,Marketing & Advertising,17833.93,0,Digital advertising & agency fees,INV-40180
JE-000223,JE-000223-2,2025-03-15,2025-03,2000,Accounts Payable,0,17833.93,Digital advertising & agency fees,INV-40180
JE-000224,JE-000224-1,2025-03-15,2025-03,6400,Travel & Entertainment,4462.32,0,Employee travel & client entertainment,EXP-40181
JE-000224,JE-000224-2,2025-03-15,2025-03,1000,Cash,0,4462.32,Employee travel & client entertainment,EXP-40181
JE-000225,JE-000225-1,2025-03-15,2025-03,6500,Professional Fees,6477.73,0,"Legal, audit & advisory fees",INV-40182
JE-000225,JE-000225-2,2025-03-15,2025-03,2000,Accounts Payable,0,6477.73,"Legal, audit & advisory fees",INV-40182
JE-000226,JE-000226-1,2025-03-05,2025-03,6600,Rent & Facilities,12000,0,Office lease payment,LEASE-40183
JE-000226,JE-000226-2,2025-03-05,2025-03,1000,Cash,0,12000,Office lease payment,LEASE-40183
JE-000227,JE-000227-1,2025-03-31,2025-03,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2025-03
JE-000227,JE-000227-2,2025-03-31,2025-03,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2025-03
JE-000228,JE-000228-1,2025-03-15,2025-03,6800,Office Supplies,1179.55,0,Office supplies,EXP-40184
